,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,density,pH,sulphates,alcohol,quality,tow,best_quality
2425,7.5,0.27,0.34,2.3,0.05,4.0,0.9951,3.4,0.64,11.0,7,1,1
2426,7.1,0.46,0.14,2.8,0.076,15.0,0.99624,3.36,0.49,10.7,5,1,0
2427,7.8,0.57,0.09,2.3,0.065,34.0,0.99417,3.46,0.74,12.7,8,1,1
2428,5.9,0.61,0.08,2.1,0.071,16.0,0.99376,3.56,0.77,11.1,6,1,1
2429,7.5,0.685,0.07,2.5,0.058,5.0,0.99632,3.38,0.55,10.9,4,1,0
2430,5.9,0.61,0.08,2.1,0.071,16.0,0.99376,3.56,0.77,11.1,6,1,1
2431,10.4,0.44,0.42,1.5,0.145,34.0,0.99832,3.38,0.86,9.9,3,1,0
2432,11.6,0.47,0.44,1.6,0.147,36.0,0.99836,3.38,0.86,9.9,4,1,0
2433,8.8,0.685,0.26,1.6,0.088,16.0,0.99694,3.32,0.47,9.4,5,1,0
2434,7.6,0.665,0.1,1.5,0.066,27.0,0.99655,3.39,0.51,9.3,5,1,0
2435,6.7,0.28,0.28,2.4,0.012,36.0,0.99064,3.26,0.39,11.7,7,1,1
2436,6.7,0.28,0.28,2.4,0.012,36.0,0.99064,3.26,0.39,11.7,7,1,1
2437,10.1,0.31,0.35,1.6,0.075,9.0,0.99672,3.24,0.83,11.2,7,1,1
2438,6.0,0.5,0.04,2.2,0.092,13.0,0.99647,3.46,0.47,10.0,5,1,0
2439,11.1,0.42,0.47,2.65,0.085,9.0,0.99736,3.24,0.77,12.1,7,1,1
2440,6.6,0.66,0.0,3.0,0.115,21.0,0.99629,3.45,0.63,10.3,5,1,0
2441,10.6,0.5,0.45,2.6,0.119,34.0,0.99708,3.23,0.72,10.9,6,1,1
2442,7.1,0.685,0.35,2.0,0.088,9.0,0.9963,3.28,0.62,9.4,5,1,0
2443,9.9,0.25,0.46,1.7,0.062,26.0,0.9959,3.18,0.83,10.6,6,1,1
2444,6.4,0.64,0.21,1.8,0.081,14.0,0.99689,3.59,0.66,9.8,5,1,0
2445,6.4,0.64,0.21,1.8,0.081,14.0,0.99689,3.59,0.66,9.8,5,1,0
2446,7.4,0.68,0.16,1.8,0.078,12.0,0.9977,3.5,0.7,9.9,6,1,1
2447,6.4,0.64,0.21,1.8,0.081,14.0,0.99689,3.59,0.66,9.8,5,1,0
2448,6.4,0.63,0.21,1.6,0.08,12.0,0.99689,3.58,0.66,9.8,5,1,0
2449,9.3,0.43,0.44,1.9,0.085,9.0,0.99708,3.28,0.55,9.5,5,1,0
2450,9.3,0.43,0.44,1.9,0.085,9.0,0.99708,3.28,0.55,9.5,5,1,0
2451,8.0,0.42,0.32,2.5,0.08,26.0,0.99801,3.22,1.07,9.7,5,1,0
2452,9.3,0.36,0.39,1.5,0.08,41.0,0.99652,3.47,0.73,10.9,6,1,1
2453,9.3,0.36,0.39,1.5,0.08,41.0,0.99652,3.47,0.73,10.9,6,1,1
2454,7.6,0.735,0.02,2.5,0.071,10.0,0.99538,3.51,0.71,11.7,7,1,1
2455,9.3,0.36,0.39,1.5,0.08,41.0,0.99652,3.47,0.73,10.9,6,1,1
2456,8.2,0.26,0.34,2.5,0.073,16.0,0.99594,3.4,0.78,11.3,7,1,1
2457,11.7,0.28,0.47,1.7,0.054,17.0,0.99686,3.15,0.67,10.6,7,1,1
2458,6.8,0.56,0.22,1.8,0.074,15.0,0.99438,3.4,0.82,11.2,6,1,1
2459,7.2,0.62,0.06,2.7,0.077,15.0,0.99746,3.51,0.54,9.5,5,1,0
2460,5.8,1.01,0.66,2.0,0.039,15.0,0.99357,3.66,0.6,11.5,6,1,1
2461,7.5,0.42,0.32,2.7,0.067,7.0,0.99628,3.24,0.44,10.4,5,1,0
2462,7.2,0.62,0.06,2.5,0.078,17.0,0.99746,3.51,0.53,9.7,5,1,0
2463,7.2,0.62,0.06,2.7,0.077,15.0,0.99746,3.51,0.54,9.5,5,1,0
2464,7.2,0.635,0.07,2.6,0.077,16.0,0.99748,3.51,0.54,9.7,5,1,0
2465,6.8,0.49,0.22,2.3,0.071,13.0,0.99438,3.41,0.83,11.3,6,1,1
2466,6.9,0.51,0.23,2.0,0.072,13.0,0.99438,3.4,0.84,11.2,6,1,1
2467,6.8,0.56,0.22,1.8,0.074,15.0,0.99438,3.4,0.82,11.2,6,1,1
2468,7.6,0.63,0.03,2.0,0.08,27.0,0.99578,3.44,0.64,10.9,6,1,1
2469,7.7,0.715,0.01,2.1,0.064,31.0,0.99371,3.41,0.57,11.8,6,1,1
2470,6.9,0.56,0.03,1.5,0.086,36.0,0.99522,3.53,0.57,10.6,5,1,0
2471,7.3,0.35,0.24,2.0,0.067,28.0,0.99576,3.43,0.54,10.0,4,1,0
2472,9.1,0.21,0.37,1.6,0.067,6.0,0.99552,3.23,0.58,11.1,7,1,1
2473,10.4,0.38,0.46,2.1,0.104,6.0,0.99664,3.12,0.65,11.8,7,1,1
2474,8.8,0.31,0.4,2.8,0.109,7.0,0.99614,3.31,0.79,11.8,7,1,1
2475,7.1,0.47,0.0,2.2,0.067,7.0,0.99517,3.4,0.58,10.9,4,1,0
2476,7.7,0.715,0.01,2.1,0.064,31.0,0.99371,3.41,0.57,11.8,6,1,1
2477,8.8,0.61,0.19,4.0,0.094,30.0,0.99787,3.22,0.5,10.0,6,1,1
2478,7.2,0.6,0.04,2.5,0.076,18.0,0.99745,3.53,0.55,9.5,5,1,0
2479,9.2,0.56,0.18,1.6,0.078,10.0,0.99576,3.15,0.49,9.9,5,1,0
2480,7.6,0.715,0.0,2.1,0.068,30.0,0.99533,3.48,0.65,11.4,6,1,1
2481,8.4,0.31,0.29,3.1,0.194,14.0,0.99536,3.22,0.78,12.0,6,1,1
2482,7.2,0.6,0.04,2.5,0.076,18.0,0.99745,3.53,0.55,9.5,5,1,0
2483,8.8,0.61,0.19,4.0,0.094,30.0,0.99787,3.22,0.5,10.0,6,1,1
2484,8.9,0.75,0.14,2.5,0.086,9.0,0.99824,3.34,0.64,10.5,5,1,0
2485,9.0,0.8,0.12,2.4,0.083,8.0,0.99836,3.33,0.65,10.4,6,1,1
2486,10.7,0.52,0.38,2.6,0.066,29.0,0.99577,3.15,0.79,12.1,7,1,1
2487,6.8,0.57,0.0,2.5,0.072,32.0,0.99491,3.43,0.56,11.2,6,1,1
2488,10.7,0.9,0.34,6.6,0.112,23.0,1.00289,3.22,0.68,9.3,5,1,0
2489,7.2,0.34,0.24,2.0,0.071,30.0,0.99576,3.44,0.58,10.1,5,1,0
2490,7.2,0.66,0.03,2.3,0.078,16.0,0.99743,3.53,0.57,9.7,5,1,0
2491,10.1,0.45,0.23,1.9,0.082,10.0,0.99774,3.22,0.65,9.3,6,1,1
2492,7.2,0.66,0.03,2.3,0.078,16.0,0.99743,3.53,0.57,9.7,5,1,0
2493,7.2,0.63,0.03,2.2,0.08,17.0,0.99745,3.53,0.58,9.8,6,1,1
2494,7.1,0.59,0.01,2.3,0.08,27.0,0.9955,3.42,0.58,10.7,6,1,1
2495,8.3,0.31,0.39,2.4,0.078,17.0,0.99444,3.31,0.77,12.5,7,1,1
2496,7.1,0.59,0.01,2.3,0.08,27.0,0.9955,3.42,0.58,10.7,6,1,1
2497,8.3,0.31,0.39,2.4,0.078,17.0,0.99444,3.31,0.77,12.5,7,1,1
2498,8.3,1.02,0.02,3.4,0.084,6.0,0.99892,3.48,0.49,11.0,3,1,0
2499,8.9,0.31,0.36,2.6,0.056,10.0,0.99562,3.4,0.69,11.8,5,1,0
2500,7.4,0.635,0.1,2.4,0.08,16.0,0.99736,3.58,0.69,10.8,7,1,1
2501,7.4,0.635,0.1,2.4,0.08,16.0,0.99736,3.58,0.69,10.8,7,1,1
2502,6.8,0.59,0.06,6.0,0.06,11.0,0.9962,3.41,0.59,10.8,7,1,1
2503,6.8,0.59,0.06,6.0,0.06,11.0,0.9962,3.41,0.59,10.8,7,1,1
2504,9.2,0.58,0.2,3.0,0.081,15.0,0.998,3.23,0.59,9.5,5,1,0
2505,7.2,0.54,0.27,2.6,0.084,12.0,0.9964,3.39,0.71,11.0,5,1,0
2506,6.1,0.56,0.0,2.2,0.079,6.0,0.9948,3.59,0.54,11.5,6,1,1
2507,7.4,0.52,0.13,2.4,0.078,34.0,0.99528,3.43,0.59,10.8,6,1,1
2508,7.3,0.305,0.39,1.2,0.059,7.0,0.99331,3.29,0.52,11.5,6,1,1
2509,9.3,0.38,0.48,3.8,0.132,3.0,0.99577,3.23,0.57,13.2,6,1,1
2510,9.1,0.28,0.46,9.0,0.114,3.0,0.99901,3.18,0.6,10.9,6,1,1
2511,10.0,0.46,0.44,2.9,0.065,4.0,0.99674,3.33,0.62,12.2,6,1,1
2512,9.4,0.395,0.46,4.6,0.094,3.0,0.99639,3.27,0.64,12.2,7,1,1
2513,7.3,0.305,0.39,1.2,0.059,7.0,0.99331,3.29,0.52,11.5,6,1,1
2514,8.6,0.315,0.4,2.2,0.079,3.0,0.99512,3.27,0.67,11.9,6,1,1
2515,5.3,0.715,0.19,1.5,0.161,7.0,0.99395,3.62,0.61,11.0,5,1,0
2516,6.8,0.41,0.31,8.8,0.084,26.0,0.99824,3.38,0.64,10.1,6,1,1
2517,8.4,0.36,0.32,2.2,0.081,32.0,0.9964,3.3,0.72,11.0,6,1,1
2518,8.4,0.62,0.12,1.8,0.072,38.0,0.99504,3.38,0.89,11.8,6,1,1
2519,9.6,0.41,0.37,2.3,0.091,10.0,0.99786,3.24,0.56,10.5,5,1,0
2520,8.4,0.36,0.32,2.2,0.081,32.0,0.9964,3.3,0.72,11.0,6,1,1
2521,8.4,0.62,0.12,1.8,0.072,38.0,0.99504,3.38,0.89,11.8,6,1,1
2522,6.8,0.41,0.31,8.8,0.084,26.0,0.99824,3.38,0.64,10.1,6,1,1
2523,8.6,0.47,0.27,2.3,0.055,14.0,0.99516,3.18,0.8,11.2,5,1,0
2524,8.6,0.22,0.36,1.9,0.064,53.0,0.99604,3.47,0.87,11.0,7,1,1
2525,9.4,0.24,0.33,2.3,0.061,52.0,0.99786,3.47,0.9,10.2,6,1,1
2526,8.4,0.67,0.19,2.2,0.093,11.0,0.99736,3.2,0.59,9.2,4,1,0
2527,8.6,0.47,0.27,2.3,0.055,14.0,0.99516,3.18,0.8,11.2,5,1,0
2528,8.7,0.33,0.38,3.3,0.063,10.0,0.99468,3.3,0.73,12.0,7,1,1
2529,6.6,0.61,0.01,1.9,0.08,8.0,0.99746,3.69,0.73,10.5,5,1,0
2530,7.4,0.61,0.01,2.0,0.074,13.0,0.99748,3.48,0.65,9.8,5,1,0
2531,7.6,0.4,0.29,1.9,0.078,29.0,0.9971,3.45,0.59,9.5,6,1,1
2532,7.4,0.61,0.01,2.0,0.074,13.0,0.99748,3.48,0.65,9.8,5,1,0
2533,6.6,0.61,0.01,1.9,0.08,8.0,0.99746,3.69,0.73,10.5,5,1,0
2534,8.8,0.3,0.38,2.3,0.06,19.0,0.99543,3.39,0.72,11.8,6,1,1
2535,8.8,0.3,0.38,2.3,0.06,19.0,0.99543,3.39,0.72,11.8,6,1,1
2536,12.0,0.63,0.5,1.4,0.071,6.0,0.99791,3.07,0.6,10.4,4,1,0
2537,7.2,0.38,0.38,2.8,0.068,23.0,0.99356,3.34,0.72,12.9,7,1,1
2538,6.2,0.46,0.17,1.6,0.073,7.0,0.99425,3.61,0.54,11.4,5,1,0
2539,9.6,0.33,0.52,2.2,0.074,13.0,0.99509,3.36,0.76,12.4,7,1,1
2540,9.9,0.27,0.49,5.0,0.082,9.0,0.99484,3.19,0.52,12.5,7,1,1
2541,10.1,0.43,0.4,2.6,0.092,13.0,0.99834,3.22,0.64,10.0,7,1,1
2542,9.8,0.5,0.34,2.3,0.094,10.0,0.99864,3.24,0.6,9.7,7,1,1
2543,8.3,0.3,0.49,3.8,0.09,11.0,0.99498,3.27,0.64,12.1,7,1,1
2544,10.2,0.44,0.42,2.0,0.071,7.0,0.99566,3.14,0.79,11.1,7,1,1
2545,10.2,0.44,0.58,4.1,0.092,11.0,0.99745,3.29,0.99,12.0,7,1,1
2546,8.3,0.28,0.48,2.1,0.093,6.0,0.99408,3.26,0.62,12.4,7,1,1
2547,8.9,0.12,0.45,1.8,0.075,10.0,0.99552,3.41,0.76,11.9,7,1,1
2548,8.9,0.12,0.45,1.8,0.075,10.0,0.99552,3.41,0.76,11.9,7,1,1
2549,8.9,0.12,0.45,1.8,0.075,10.0,0.99552,3.41,0.76,11.9,7,1,1
2550,8.3,0.28,0.48,2.1,0.093,6.0,0.99408,3.26,0.62,12.4,7,1,1
2551,8.2,0.31,0.4,2.2,0.058,6.0,0.99536,3.31,0.68,11.2,7,1,1
2552,10.2,0.34,0.48,2.1,0.052,5.0,0.99458,3.2,0.69,12.1,7,1,1
2553,7.6,0.43,0.4,2.7,0.082,6.0,0.99538,3.44,0.54,12.2,6,1,1
2554,8.5,0.21,0.52,1.9,0.09,9.0,0.99648,3.36,0.67,10.4,5,1,0
2555,9.0,0.36,0.52,2.1,0.111,5.0,0.99568,3.31,0.62,11.3,6,1,1
2556,9.5,0.37,0.52,2.0,0.088,12.0,0.99613,3.29,0.58,11.1,6,1,1
2557,6.4,0.57,0.12,2.3,0.12,25.0,0.99519,3.47,0.71,11.3,7,1,1
2558,8.0,0.59,0.05,2.0,0.089,12.0,0.99735,3.36,0.61,10.0,5,1,0
2559,8.5,0.47,0.27,1.9,0.058,18.0,0.99518,3.16,0.85,11.1,6,1,1
2560,7.1,0.56,0.14,1.6,0.078,7.0,0.99592,3.27,0.62,9.3,5,1,0
2561,6.6,0.57,0.02,2.1,0.115,6.0,0.99654,3.38,0.69,9.5,5,1,0
2562,8.8,0.27,0.39,2.0,0.1,20.0,0.99546,3.15,0.69,11.2,6,1,1
2563,8.5,0.47,0.27,1.9,0.058,18.0,0.99518,3.16,0.85,11.1,6,1,1
2564,8.3,0.34,0.4,2.4,0.065,24.0,0.99554,3.34,0.86,11.0,6,1,1
2565,9.0,0.38,0.41,2.4,0.103,6.0,0.99604,3.13,0.58,11.9,7,1,1
2566,8.5,0.66,0.2,2.1,0.097,23.0,0.99733,3.13,0.48,9.2,5,1,0
2567,9.0,0.4,0.43,2.4,0.068,29.0,0.9943,3.2,0.6,12.2,6,1,1
2568,6.7,0.56,0.09,2.9,0.079,7.0,0.99669,3.46,0.61,10.2,5,1,0
2569,10.4,0.26,0.48,1.9,0.066,6.0,0.99724,3.33,0.87,10.9,6,1,1
2570,10.4,0.26,0.48,1.9,0.066,6.0,0.99724,3.33,0.87,10.9,6,1,1
2571,10.1,0.38,0.5,2.4,0.104,6.0,0.99643,3.22,0.65,11.6,7,1,1
2572,8.5,0.34,0.44,1.7,0.079,6.0,0.99605,3.52,0.63,10.7,5,1,0
2573,8.8,0.33,0.41,5.9,0.073,7.0,0.99658,3.3,0.62,12.1,7,1,1
2574,7.2,0.41,0.3,2.1,0.083,35.0,0.997,3.44,0.52,9.4,5,1,0
2575,7.2,0.41,0.3,2.1,0.083,35.0,0.997,3.44,0.52,9.4,5,1,0
2576,8.4,0.59,0.29,2.6,0.109,31.0,0.99801,3.15,0.5,9.1,5,1,0
2577,7.0,0.4,0.32,3.6,0.061,9.0,0.99416,3.28,0.49,11.3,7,1,1
2578,12.2,0.45,0.49,1.4,0.075,3.0,0.9969,3.13,0.63,10.4,5,1,0
2579,9.1,0.5,0.3,1.9,0.065,8.0,0.99774,3.32,0.71,10.5,6,1,1
2580,9.5,0.86,0.26,1.9,0.079,13.0,0.99712,3.25,0.62,10.0,5,1,0
2581,7.3,0.52,0.32,2.1,0.07,51.0,0.99418,3.34,0.82,12.9,6,1,1
2582,9.1,0.5,0.3,1.9,0.065,8.0,0.99774,3.32,0.71,10.5,6,1,1
2583,12.2,0.45,0.49,1.4,0.075,3.0,0.9969,3.13,0.63,10.4,5,1,0
2584,7.4,0.58,0.0,2.0,0.064,7.0,0.99562,3.45,0.58,11.3,6,1,1
2585,9.8,0.34,0.39,1.4,0.066,3.0,0.9947,3.19,0.55,11.4,7,1,1
2586,7.1,0.36,0.3,1.6,0.08,35.0,0.99693,3.44,0.5,9.4,5,1,0
2587,7.7,0.39,0.12,1.7,0.097,19.0,0.99596,3.16,0.49,9.4,5,1,0
2588,9.7,0.295,0.4,1.5,0.073,14.0,0.99556,3.14,0.51,10.9,6,1,1
2589,7.7,0.39,0.12,1.7,0.097,19.0,0.99596,3.16,0.49,9.4,5,1,0
2590,7.1,0.34,0.28,2.0,0.082,31.0,0.99694,3.45,0.48,9.4,5,1,0
2591,6.5,0.4,0.1,2.0,0.076,30.0,0.99554,3.36,0.48,9.4,6,1,1
2592,7.1,0.34,0.28,2.0,0.082,31.0,0.99694,3.45,0.48,9.4,5,1,0
2593,10.0,0.35,0.45,2.5,0.092,20.0,0.99918,3.15,0.43,9.4,5,1,0
2594,7.7,0.6,0.06,2.0,0.079,19.0,0.99697,3.39,0.62,10.1,6,1,1
2595,5.6,0.66,0.0,2.2,0.087,3.0,0.99378,3.71,0.63,12.8,7,1,1
2596,5.6,0.66,0.0,2.2,0.087,3.0,0.99378,3.71,0.63,12.8,7,1,1
2597,8.9,0.84,0.34,1.4,0.05,4.0,0.99554,3.12,0.48,9.1,6,1,1
2598,6.4,0.69,0.0,1.65,0.055,7.0,0.99162,3.47,0.53,12.9,6,1,1
2599,7.5,0.43,0.3,2.2,0.062,6.0,0.99495,3.44,0.72,11.5,7,1,1
2600,9.9,0.35,0.38,1.5,0.058,31.0,0.99676,3.26,0.82,10.6,7,1,1
2601,9.1,0.29,0.33,2.05,0.063,13.0,0.99516,3.26,0.84,11.7,7,1,1
2602,6.8,0.36,0.32,1.8,0.067,4.0,0.9928,3.36,0.55,12.8,7,1,1
2603,8.2,0.43,0.29,1.6,0.081,27.0,0.99603,3.25,0.54,10.3,5,1,0
2604,6.8,0.36,0.32,1.8,0.067,4.0,0.9928,3.36,0.55,12.8,7,1,1
2605,9.1,0.29,0.33,2.05,0.063,13.0,0.99516,3.26,0.84,11.7,7,1,1
2606,9.1,0.3,0.34,2.0,0.064,12.0,0.99516,3.26,0.84,11.7,7,1,1
2607,8.9,0.35,0.4,3.6,0.11,12.0,0.99549,3.23,0.7,12.0,7,1,1
2608,9.6,0.5,0.36,2.8,0.116,26.0,0.99722,3.18,0.68,10.9,5,1,0
2609,8.9,0.28,0.45,1.7,0.067,7.0,0.99354,3.25,0.55,12.3,7,1,1
2610,8.9,0.32,0.31,2.0,0.088,12.0,0.9957,3.17,0.55,10.4,6,1,1
2611,7.7,1.005,0.15,2.1,0.102,11.0,0.99604,3.23,0.48,10.0,5,1,0
2612,7.5,0.71,0.0,1.6,0.092,22.0,0.99635,3.38,0.58,10.0,6,1,1
2613,8.0,0.58,0.16,2.0,0.12,3.0,0.99454,3.22,0.58,11.2,6,1,1
2614,10.5,0.39,0.46,2.2,0.075,14.0,0.99598,3.06,0.84,11.4,6,1,1
2615,8.9,0.38,0.4,2.2,0.068,12.0,0.99486,3.27,0.75,12.6,7,1,1
2616,8.0,0.18,0.37,0.9,0.049,36.0,0.99007,2.89,0.44,12.7,6,1,1
2617,8.0,0.18,0.37,0.9,0.049,36.0,0.99007,2.89,0.44,12.7,6,1,1
2618,7.0,0.5,0.14,1.8,0.078,10.0,0.99636,3.53,0.61,10.4,5,1,0
2619,11.3,0.36,0.66,2.4,0.123,3.0,0.99642,3.2,0.53,11.9,6,1,1
2620,11.3,0.36,0.66,2.4,0.123,3.0,0.99642,3.2,0.53,11.9,6,1,1
2621,7.0,0.51,0.09,2.1,0.062,4.0,0.99584,3.35,0.54,10.5,5,1,0
2622,8.2,0.32,0.42,2.3,0.098,3.0,0.99506,3.27,0.55,12.3,6,1,1
2623,7.7,0.58,0.01,1.8,0.088,12.0,0.99568,3.32,0.56,10.5,7,1,1
2624,8.6,0.83,0.0,2.8,0.095,17.0,0.99822,3.33,0.6,10.4,6,1,1
2625,7.9,0.31,0.32,1.9,0.066,14.0,0.99364,3.41,0.56,12.6,6,1,1
2626,6.4,0.795,0.0,2.2,0.065,28.0,0.99378,3.49,0.52,11.6,5,1,0
2627,7.2,0.34,0.21,2.5,0.075,41.0,0.99586,3.37,0.54,10.1,6,1,1
2628,7.7,0.58,0.01,1.8,0.088,12.0,0.99568,3.32,0.56,10.5,7,1,1
2629,7.1,0.59,0.0,2.1,0.091,9.0,0.99488,3.42,0.55,11.5,7,1,1
2630,7.3,0.55,0.01,1.8,0.093,9.0,0.99514,3.35,0.58,11.0,7,1,1
2631,8.1,0.82,0.0,4.1,0.095,5.0,0.99854,3.36,0.53,9.6,5,1,0
2632,7.5,0.57,0.08,2.6,0.089,14.0,0.99592,3.3,0.59,10.4,6,1,1
2633,8.9,0.745,0.18,2.5,0.077,15.0,0.99739,3.2,0.47,9.7,6,1,1
2634,10.1,0.37,0.34,2.4,0.085,5.0,0.99683,3.17,0.65,10.6,7,1,1
2635,7.6,0.31,0.34,2.5,0.082,26.0,0.99356,3.22,0.59,12.5,7,1,1
2636,7.3,0.91,0.1,1.8,0.074,20.0,0.99672,3.35,0.56,9.2,5,1,0
2637,8.7,0.41,0.41,6.2,0.078,25.0,0.9953,3.24,0.77,12.6,7,1,1
2638,8.9,0.5,0.21,2.2,0.088,21.0,0.99692,3.33,0.83,11.1,6,1,1
2639,7.4,0.965,0.0,2.2,0.088,16.0,0.99756,3.58,0.67,10.2,5,1,0
2640,6.9,0.49,0.19,1.7,0.079,13.0,0.99547,3.38,0.64,9.8,6,1,1
2641,8.9,0.5,0.21,2.2,0.088,21.0,0.99692,3.33,0.83,11.1,6,1,1
2642,9.5,0.39,0.41,8.9,0.069,18.0,0.99859,3.29,0.81,10.9,7,1,1
2643,6.4,0.39,0.33,3.3,0.046,12.0,0.99294,3.36,0.62,12.2,6,1,1
2644,6.9,0.44,0.0,1.4,0.07,32.0,0.99438,3.32,0.58,11.4,6,1,1
2645,7.6,0.78,0.0,1.7,0.076,33.0,0.99612,3.31,0.62,10.7,6,1,1
2646,7.1,0.43,0.17,1.8,0.082,27.0,0.99634,3.49,0.64,10.4,5,1,0
2647,9.3,0.49,0.36,1.7,0.081,3.0,0.99702,3.27,0.78,10.9,6,1,1
2648,9.3,0.5,0.36,1.8,0.084,6.0,0.99704,3.27,0.77,10.8,6,1,1
2649,7.1,0.43,0.17,1.8,0.082,27.0,0.99634,3.49,0.64,10.4,5,1,0
2650,8.5,0.46,0.59,1.4,0.414,16.0,0.99702,3.03,1.34,9.2,5,1,0
2651,5.6,0.605,0.05,2.4,0.073,19.0,0.99258,3.56,0.55,12.9,5,1,0
2652,8.3,0.33,0.42,2.3,0.07,9.0,0.99426,3.38,0.77,12.7,7,1,1
2653,8.2,0.64,0.27,2.0,0.095,5.0,0.99747,3.13,0.62,9.1,6,1,1
2654,8.2,0.64,0.27,2.0,0.095,5.0,0.99747,3.13,0.62,9.1,6,1,1
2655,8.9,0.48,0.53,4.0,0.101,3.0,0.99586,3.21,0.59,12.1,7,1,1
2656,7.6,0.42,0.25,3.9,0.104,28.0,0.99784,3.15,0.57,9.1,5,1,0
2657,9.9,0.53,0.57,2.4,0.093,30.0,0.9971,3.19,0.76,11.6,7,1,1
2658,8.9,0.48,0.53,4.0,0.101,3.0,0.99586,3.21,0.59,12.1,7,1,1
2659,11.6,0.23,0.57,1.8,0.074,3.0,0.9981,3.14,0.7,9.9,6,1,1
2660,9.1,0.4,0.5,1.8,0.071,7.0,0.99462,3.21,0.69,12.5,8,1,1
2661,8.0,0.38,0.44,1.9,0.098,6.0,0.9956,3.3,0.64,11.4,6,1,1
2662,10.2,0.29,0.65,2.4,0.075,6.0,0.99565,3.22,0.63,11.8,6,1,1
2663,8.2,0.74,0.09,2.0,0.067,5.0,0.99418,3.28,0.57,11.8,6,1,1
2664,7.7,0.61,0.18,2.4,0.083,6.0,0.9963,3.29,0.6,10.2,6,1,1
2665,6.6,0.52,0.08,2.4,0.07,13.0,0.99358,3.4,0.72,12.5,7,1,1
2666,11.1,0.31,0.53,2.2,0.06,3.0,0.99572,3.02,0.83,10.9,7,1,1
2667,11.1,0.31,0.53,2.2,0.06,3.0,0.99572,3.02,0.83,10.9,7,1,1
2668,8.0,0.62,0.35,2.8,0.086,28.0,0.997,3.31,0.62,10.8,5,1,0
2669,9.3,0.33,0.45,1.5,0.057,19.0,0.99498,3.18,0.89,11.1,7,1,1
2670,7.5,0.77,0.2,8.1,0.098,30.0,0.99892,3.2,0.58,9.2,5,1,0
2671,7.2,0.35,0.26,1.8,0.083,33.0,0.9968,3.4,0.58,9.5,6,1,1
2672,8.0,0.62,0.33,2.7,0.088,16.0,0.9972,3.31,0.58,10.7,6,1,1
2673,7.5,0.77,0.2,8.1,0.098,30.0,0.99892,3.2,0.58,9.2,5,1,0
2674,9.1,0.25,0.34,2.0,0.071,45.0,0.99769,3.44,0.86,10.2,7,1,1
2675,9.9,0.32,0.56,2.0,0.073,3.0,0.99534,3.15,0.73,11.4,6,1,1
2676,8.6,0.37,0.65,6.4,0.08,3.0,0.99817,3.27,0.58,11.0,5,1,0
2677,8.6,0.37,0.65,6.4,0.08,3.0,0.99817,3.27,0.58,11.0,5,1,0
2678,7.9,0.3,0.68,8.3,0.05,37.5,0.99316,3.01,0.51,12.3,7,1,1
2679,10.3,0.27,0.56,1.4,0.047,3.0,0.99471,3.16,0.51,11.8,6,1,1
2680,7.9,0.3,0.68,8.3,0.05,37.5,0.99316,3.01,0.51,12.3,7,1,1
2681,7.2,0.38,0.3,1.8,0.073,31.0,0.99685,3.42,0.59,9.5,6,1,1
2682,8.7,0.42,0.45,2.4,0.072,32.0,0.99617,3.33,0.77,12.0,6,1,1
2683,7.2,0.38,0.3,1.8,0.073,31.0,0.99685,3.42,0.59,9.5,6,1,1
2684,6.8,0.48,0.08,1.8,0.074,40.0,0.99529,3.12,0.49,9.6,5,1,0
2685,8.5,0.34,0.4,4.7,0.055,3.0,0.99738,3.38,0.66,11.6,7,1,1
2686,7.9,0.19,0.42,1.6,0.057,18.0,0.994,3.29,0.69,11.2,6,1,1
2687,11.6,0.41,0.54,1.5,0.095,22.0,0.99735,3.02,0.76,9.9,7,1,1
2688,11.6,0.41,0.54,1.5,0.095,22.0,0.99735,3.02,0.76,9.9,7,1,1
2689,10.0,0.26,0.54,1.9,0.083,42.0,0.99451,2.98,0.63,11.8,8,1,1
2690,7.9,0.34,0.42,2.0,0.086,8.0,0.99546,3.35,0.6,11.4,6,1,1
2691,7.0,0.54,0.09,2.0,0.081,10.0,0.99479,3.43,0.59,11.5,6,1,1
2692,9.2,0.31,0.36,2.2,0.079,11.0,0.99615,3.33,0.86,12.0,7,1,1
2693,6.6,0.725,0.09,5.5,0.117,9.0,0.99655,3.35,0.49,10.8,6,1,1
2694,9.4,0.4,0.47,2.5,0.087,6.0,0.99772,3.15,0.5,10.5,5,1,0
2695,6.6,0.725,0.09,5.5,0.117,9.0,0.99655,3.35,0.49,10.8,6,1,1
2696,8.6,0.52,0.38,1.5,0.096,5.0,0.99666,3.2,0.52,9.4,5,1,0
2697,8.0,0.31,0.45,2.1,0.216,5.0,0.99358,3.15,0.81,12.5,7,1,1
2698,8.6,0.52,0.38,1.5,0.096,5.0,0.99666,3.2,0.52,9.4,5,1,0
2699,8.4,0.34,0.42,2.1,0.072,23.0,0.99392,3.11,0.78,12.4,6,1,1
2700,7.4,0.49,0.27,2.1,0.071,14.0,0.99388,3.35,0.63,12.0,6,1,1
2701,6.1,0.48,0.09,1.7,0.078,18.0,0.99402,3.45,0.54,11.2,6,1,1
2702,7.4,0.49,0.27,2.1,0.071,14.0,0.99388,3.35,0.63,12.0,6,1,1
